drug_idx,disease_idx,drug_fp_score,dis_ps_score,gip_drug_score,gip_dis_score,combined_score
612,101,0.1097,0.1062,0.3066,0.4459,0.1619
534,203,0.1012,0.1276,0.3509,0.3794,0.1619
350,203,0.108,0.1163,0.4559,0.2746,0.1619
298,137,0.1212,0.1127,0.4034,0.2708,0.1619
311,260,0.1172,0.1359,0.3509,0.2746,0.1619
323,286,0.1052,0.1243,0.3509,0.3692,0.1619
510,241,0.1366,0.1227,0.3509,0.2174,0.1619
581,367,0.1123,0.1627,0.215,0.3532,0.1618
478,241,0.1271,0.0723,0.3509,0.4151,0.1618
489,260,0.1198,0.1674,0.2078,0.3093,0.1618
172,260,0.1164,0.0654,0.27,0.57,0.1618
69,203,0.1119,0.1188,0.3509,0.3511,0.1618
339,205,0.1267,0.1404,0.27,0.2928,0.1618
264,26,0.109,0.1409,0.27,0.3794,0.1617
403,191,0.1263,0.0503,0.4559,0.3789,0.1617
298,71,0.1218,0.1765,0.2078,0.2708,0.1617
276,261,0.1093,0.1425,0.321,0.3228,0.1617
121,123,0.1216,0.151,0.3222,0.2337,0.1617
13,328,0.1078,0.1852,0.2889,0.2337,0.1617
0,241,0.1136,0.1779,0.27,0.2443,0.1616
445,230,0.1002,0.08,0.3509,0.5241,0.1616
421,71,0.1299,0.1407,0.27,0.2746,0.1616
583,108,0.1077,0.1754,0.27,0.281,0.1616
522,279,0.1024,0.1939,0.3056,0.2163,0.1615
421,294,0.1161,0.1668,0.3005,0.2337,0.1615
243,31,0.1029,0.1071,0.4559,0.3228,0.1615
508,349,0.1153,0.0678,0.4559,0.3794,0.1615
264,407,0.1275,0.066,0.4559,0.3228,0.1614
648,294,0.1216,0.1436,0.3005,0.2746,0.1614
620,276,0.1016,0.0931,0.5923,0.234,0.1614
445,375,0.1103,0.0997,0.3178,0.4459,0.1614
649,250,0.119,0.0747,0.27,0.5241,0.1613
507,400,0.1048,0.1246,0.3509,0.3635,0.1613
69,279,0.1019,0.1939,0.3056,0.2163,0.1613
645,378,0.1692,0.083,0.2846,0.2337,0.1613
659,329,0.1159,0.1044,0.2735,0.4459,0.1612
280,32,0.1145,0.1562,0.2078,0.3635,0.1612
221,263,0.1138,0.0724,0.5923,0.2337,0.1612
230,32,0.1241,0.166,0.27,0.2226,0.1611
249,269,0.1066,0.1669,0.2548,0.3228,0.1611
415,140,0.1212,0.1525,0.27,0.2772,0.1611
221,213,0.1535,0.1336,0.2078,0.2337,0.161
210,275,0.1029,0.1638,0.27,0.3339,0.161
58,179,0.1022,0.1576,0.3509,0.2746,0.1609
323,108,0.1255,0.1054,0.3509,0.3141,0.1609
371,170,0.1125,0.0734,0.5923,0.2337,0.1609
33,70,0.1433,0.1502,0.2078,0.2337,0.1609
489,30,0.1231,0.1377,0.27,0.3093,0.1608
46,169,0.1006,0.1571,0.3509,0.2818,0.1607
79,321,0.1033,0.0586,0.5923,0.3228,0.1607
384,363,0.1165,0.167,0.27,0.2533,0.1607
18,297,0.1065,0.1848,0.2454,0.2746,0.1607
172,95,0.1124,0.1193,0.2735,0.4126,0.1606
311,170,0.1119,0.0734,0.5923,0.2337,0.1606
380,101,0.1019,0.1381,0.2359,0.4459,0.1606
522,203,0.1096,0.1188,0.3509,0.3511,0.1606
528,287,0.1046,0.0558,0.5923,0.3228,0.1606
656,353,0.1352,0.0607,0.2228,0.5241,0.1605
629,275,0.1023,0.1255,0.4559,0.2607,0.1605
222,116,0.1158,0.1741,0.27,0.2337,0.1605
520,203,0.1276,0.1595,0.27,0.2174,0.1604
149,92,0.1056,0.1347,0.4559,0.2163,0.1604
454,194,0.1166,0.1924,0.2078,0.2357,0.1604
298,250,0.1218,0.1723,0.2078,0.2708,0.1604
423,399,0.1524,0.1392,0.212,0.2122,0.1604
350,324,0.1246,0.1144,0.4034,0.2337,0.1603
197,70,0.1421,0.1502,0.2078,0.2337,0.1603
44,321,0.1024,0.0586,0.5923,0.3228,0.1603
352,365,0.168,0.083,0.2801,0.2337,0.1603
236,231,0.1054,0.0668,0.3509,0.5241,0.1602
271,194,0.1144,0.1522,0.27,0.3038,0.1602
371,353,0.1357,0.1558,0.2228,0.2337,0.1602
415,194,0.116,0.1417,0.27,0.3258,0.1601
18,305,0.1047,0.099,0.2555,0.5241,0.16
350,375,0.1024,0.179,0.3178,0.2337,0.16
264,161,0.1046,0.1408,0.3318,0.3228,0.16
325,276,0.1142,0.0831,0.4559,0.3228,0.1599
121,0,0.1121,0.0896,0.3242,0.4459,0.1599
44,235,0.1176,0.0708,0.5241,0.2746,0.1599
638,59,0.1163,0.0645,0.2078,0.6159,0.1599
18,244,0.1083,0.1324,0.3367,0.3228,0.1598
622,170,0.1102,0.0881,0.4559,0.327,0.1598
342,7,0.1033,0.188,0.2957,0.2219,0.1598
581,205,0.1117,0.1387,0.2078,0.4151,0.1598
386,328,0.1138,0.191,0.2224,0.2337,0.1598
432,157,0.1223,0.0892,0.4849,0.2337,0.1598
403,238,0.1361,0.0944,0.3104,0.3224,0.1597
264,261,0.1037,0.1607,0.321,0.2746,0.1597
520,363,0.159,0.1049,0.27,0.2174,0.1597
642,205,0.1174,0.0928,0.4559,0.2746,0.1596
39,298,0.1169,0.2027,0.2016,0.2014,0.1596
249,138,0.116,0.1609,0.2106,0.3228,0.1596
648,59,0.1669,0.0579,0.2078,0.3794,0.1595
510,285,0.1082,0.1619,0.3509,0.2174,0.1595
648,407,0.1212,0.0702,0.4559,0.3228,0.1595
645,250,0.153,0.0951,0.27,0.2746,0.1595
298,169,0.1134,0.0845,0.4559,0.3183,0.1595
657,157,0.1144,0.1421,0.3732,0.2226,0.1594
185,302,0.1112,0.1035,0.2035,0.5241,0.1594
323,30,0.1048,0.1166,0.3509,0.3692,0.1594
93,170,0.1227,0.0641,0.2078,0.5792,0.1593
46,203,0.1234,0.1414,0.27,0.2818,0.1593
64,203,0.1005,0.1798,0.3509,0.2001,0.1593
644,294,0.1172,0.1436,0.3005,0.2746,0.1592
619,269,0.1209,0.1111,0.331,0.3228,0.1592
528,303,0.1583,0.101,0.2228,0.2746,0.1592
416,119,0.1018,0.1466,0.2632,0.3794,0.1592
69,166,0.1008,0.2151,0.226,0.2163,0.1592
113,194,0.1234,0.1608,0.27,0.2224,0.1592
347,7,0.1054,0.1488,0.3843,0.2337,0.1591
58,205,0.1163,0.0928,0.4559,0.2746,0.1591
69,108,0.1176,0.1177,0.3509,0.2987,0.1591
79,235,0.116,0.0708,0.5241,0.2746,0.1591
638,213,0.1163,0.0615,0.2078,0.6159,0.159
46,92,0.1218,0.116,0.3509,0.2818,0.159
282,20,0.1082,0.164,0.2347,0.3228,0.159
432,195,0.1029,0.1134,0.2895,0.4459,0.159
348,72,0.1383,0.1207,0.2078,0.327,0.1589
39,32,0.1061,0.0577,0.27,0.6159,0.1589
491,213,0.1166,0.0607,0.2078,0.6159,0.1589
560,108,0.1142,0.1372,0.3509,0.2542,0.1588
645,72,0.153,0.0926,0.27,0.2746,0.1588
243,30,0.1058,0.0935,0.4559,0.3228,0.1588
134,375,0.1115,0.0888,0.3178,0.4459,0.1588
234,407,0.1019,0.0807,0.4559,0.3794,0.1587
528,0,0.1597,0.0808,0.3128,0.2337,0.1587
638,64,0.1087,0.1073,0.2745,0.4459,0.1586
236,64,0.1087,0.1073,0.2745,0.4459,0.1586
249,294,0.1234,0.0711,0.2313,0.5241,0.1586
348,203,0.1091,0.1017,0.3509,0.3843,0.1586
509,170,0.1032,0.1195,0.3509,0.3606,0.1586
385,343,0.11,0.0668,0.4559,0.3794,0.1586
185,297,0.1203,0.168,0.2454,0.2337,0.1585
489,223,0.1227,0.1515,0.2078,0.3093,0.1585
489,62,0.129,0.093,0.3509,0.3093,0.1584
106,297,0.1035,0.1575,0.3189,0.2746,0.1583
113,363,0.1234,0.1578,0.27,0.2224,0.1583
134,255,0.1112,0.1482,0.2591,0.3228,0.1583
271,363,0.1144,0.1453,0.27,0.3038,0.1582
558,349,0.1236,0.1299,0.27,0.3038,0.1582
35,230,0.1144,0.1948,0.2078,0.2174,0.1582
447,64,0.1137,0.1599,0.2113,0.3228,0.1582
585,46,0.1609,0.0774,0.27,0.2746,0.1582
606,31,0.1191,0.122,0.27,0.3495,0.1581
303,204,0.1148,0.1522,0.2078,0.3424,0.1581
491,16,0.1078,0.1319,0.4114,0.2337,0.158
415,349,0.1261,0.1179,0.27,0.3258,0.158
528,281,0.1066,0.0895,0.4559,0.3228,0.158
629,30,0.1023,0.1367,0.3509,0.3064,0.1579
323,223,0.1296,0.0971,0.27,0.3692,0.1579
615,204,0.1122,0.1689,0.27,0.2413,0.1579
4,279,0.1301,0.0507,0.3971,0.3794,0.1579
311,353,0.131,0.1558,0.2228,0.2337,0.1579
612,302,0.1069,0.0548,0.2644,0.6159,0.1579
79,242,0.1,0.1347,0.3509,0.3228,0.1578
448,191,0.1072,0.0719,0.5923,0.2337,0.1578
372,75,0.1082,0.1735,0.2228,0.2935,0.1578
180,205,0.1007,0.0979,0.2078,0.5734,0.1578
403,281,0.1228,0.0777,0.3509,0.3789,0.1577
276,372,0.1044,0.1477,0.2324,0.3794,0.1577
347,83,0.1053,0.1095,0.3413,0.3794,0.1576
44,30,0.1035,0.0935,0.4559,0.3228,0.1576
487,140,0.1081,0.1367,0.3509,0.2743,0.1576
264,160,0.1338,0.1206,0.2228,0.3228,0.1576
547,363,0.1306,0.1185,0.3509,0.2163,0.1576
591,203,0.1086,0.2019,0.2078,0.2198,0.1576
23,223,0.1291,0.1479,0.27,0.2163,0.1576
534,279,0.1122,0.1582,0.3056,0.2337,0.1575
517,0,0.1363,0.1331,0.2407,0.2542,0.1575
4,166,0.1037,0.1278,0.2936,0.3794,0.1575
93,285,0.1049,0.0539,0.2078,0.6807,0.1575
79,30,0.1032,0.0935,0.4559,0.3228,0.1575
622,281,0.1044,0.1055,0.3509,0.3843,0.1574
284,343,0.1215,0.0795,0.27,0.4582,0.1574
583,31,0.1168,0.1298,0.27,0.3302,0.1574
615,260,0.1167,0.18,0.2078,0.2413,0.1573
372,400,0.1442,0.0636,0.3509,0.31,0.1573
585,250,0.1287,0.1417,0.27,0.2337,0.1572
438,140,0.1185,0.1703,0.2078,0.2611,0.1572
134,64,0.1018,0.1364,0.2745,0.3794,0.1572
31,363,0.1208,0.1424,0.27,0.2713,0.1572
423,95,0.117,0.1234,0.2105,0.4049,0.1571
534,79,0.1152,0.1663,0.2627,0.2337,0.1571
280,170,0.1042,0.1301,0.3509,0.3093,0.1571
46,287,0.1117,0.1268,0.3509,0.2818,0.1571
58,343,0.1121,0.0929,0.4559,0.2746,0.157
153,321,0.1166,0.0913,0.27,0.4431,0.157
517,203,0.1023,0.1188,0.3509,0.3511,0.157
547,241,0.1091,0.1173,0.4559,0.2163,0.157
271,276,0.1064,0.1547,0.27,0.3038,0.157
403,26,0.1453,0.0857,0.2078,0.3789,0.157
633,170,0.1149,0.1482,0.2078,0.3433,0.157
619,294,0.1126,0.0609,0.3005,0.5241,0.157
599,204,0.107,0.1256,0.3509,0.3064,0.1569
185,375,0.1169,0.0718,0.2446,0.5241,0.1569
560,72,0.1183,0.172,0.2078,0.2542,0.1569
341,246,0.1395,0.1402,0.2078,0.2427,0.1569
458,302,0.1068,0.1221,0.2895,0.3794,0.1569
18,332,0.1096,0.1759,0.2586,0.2337,0.1568
276,375,0.1144,0.0995,0.3178,0.3794,0.1568
27,302,0.1065,0.1221,0.2895,0.3794,0.1568
273,169,0.1445,0.1201,0.2078,0.2773,0.1568
230,203,0.1275,0.1186,0.3509,0.2226,0.1567
18,7,0.1035,0.1599,0.2957,0.2746,0.1567
560,294,0.1044,0.1993,0.2313,0.2163,0.1567
403,72,0.1489,0.0974,0.2078,0.3224,0.1567
487,287,0.1025,0.0919,0.4559,0.3224,0.1567
416,190,0.1246,0.0584,0.446,0.3228,0.1567
522,108,0.1129,0.1177,0.3509,0.2987,0.1567
447,148,0.1155,0.0512,0.4559,0.3794,0.1567
311,213,0.1376,0.132,0.2078,0.2746,0.1567
79,112,0.1107,0.1484,0.2936,0.2746,0.1567
46,230,0.1028,0.1873,0.2078,0.2818,0.1566
606,321,0.1294,0.0728,0.3509,0.3495,0.1566
311,46,0.1359,0.1141,0.27,0.2746,0.1566
230,30,0.1183,0.1335,0.3509,0.2226,0.1566
298,218,0.1165,0.16,0.2291,0.2742,0.1566
234,213,0.1285,0.0897,0.2078,0.4459,0.1565
128,341,0.1058,0.1279,0.3298,0.3228,0.1565
44,112,0.11,0.1484,0.2936,0.2746,0.1564
491,303,0.1187,0.0745,0.2228,0.5241,0.1564
325,303,0.1527,0.101,0.2228,0.2746,0.1564
641,205,0.1108,0.0928,0.4559,0.2746,0.1563
445,166,0.1058,0.139,0.2936,0.3228,0.1563
210,108,0.1108,0.1558,0.2078,0.3339,0.1563
31,285,0.1091,0.1319,0.3509,0.2713,0.1563
347,72,0.1088,0.0749,0.27,0.5241,0.1563
517,108,0.1118,0.1177,0.3509,0.2987,0.1562
448,343,0.1089,0.1094,0.4559,0.2337,0.1562
31,400,0.1224,0.1092,0.3509,0.2713,0.1562
264,219,0.1012,0.1919,0.2472,0.2337,0.1562
560,194,0.114,0.1136,0.3509,0.2987,0.1561
221,281,0.1317,0.0708,0.4559,0.2337,0.1561
581,62,0.1273,0.0796,0.27,0.4151,0.1561
348,281,0.1043,0.1014,0.3509,0.3843,0.1561
134,12,0.1124,0.1256,0.388,0.2337,0.156
243,112,0.109,0.1484,0.2936,0.2746,0.1559
581,287,0.1134,0.1023,0.27,0.4151,0.1559
415,206,0.1165,0.1,0.3509,0.3258,0.1559
371,46,0.1345,0.1141,0.27,0.2746,0.1559
438,203,0.1307,0.13,0.2078,0.3068,0.1558
416,365,0.1254,0.1289,0.2692,0.2746,0.1558
592,235,0.1077,0.1069,0.3104,0.3882,0.1558
492,72,0.1244,0.0954,0.27,0.3794,0.1558
547,286,0.112,0.1435,0.3509,0.2163,0.1558
30,263,0.1057,0.1,0.3509,0.3789,0.1558
386,190,0.1036,0.1058,0.3432,0.3794,0.1558
612,399,0.1183,0.1109,0.3579,0.2746,0.1557
39,84,0.102,0.1036,0.3569,0.3794,0.1557
2,367,0.1148,0.1278,0.3629,0.2367,0.1557
528,95,0.1071,0.1441,0.3554,0.2337,0.1557
291,260,0.1048,0.1359,0.3509,0.2746,0.1557
544,281,0.1043,0.1017,0.4559,0.2746,0.1557
510,363,0.1509,0.1049,0.27,0.2174,0.1557
599,46,0.1253,0.1387,0.2078,0.3064,0.1557
180,84,0.1276,0.118,0.2114,0.3532,0.1556
448,46,0.1162,0.1571,0.27,0.2337,0.1556
323,95,0.1391,0.1065,0.2735,0.2673,0.1556
581,281,0.1074,0.1316,0.2078,0.4151,0.1555
134,101,0.1234,0.1029,0.3066,0.3228,0.1555
172,231,0.1208,0.0655,0.27,0.485,0.1555
114,260,0.1225,0.1451,0.27,0.2367,0.1555
592,32,0.1062,0.12,0.2078,0.4562,0.1555
94,241,0.111,0.1339,0.3509,0.2473,0.1555
325,46,0.1289,0.106,0.27,0.3228,0.1555
243,281,0.1058,0.0824,0.4559,0.3228,0.1555
4,95,0.1019,0.0812,0.3554,0.4459,0.1555
311,235,0.1011,0.0969,0.5241,0.2337,0.1554
648,306,0.1013,0.1977,0.2204,0.2337,0.1554
264,195,0.1011,0.1453,0.2895,0.3228,0.1554
69,343,0.1151,0.0921,0.3509,0.3511,0.1554
348,30,0.1043,0.0989,0.3509,0.3843,0.1554
185,26,0.1141,0.0529,0.2078,0.6159,0.1553
604,399,0.1548,0.09,0.2755,0.2337,0.1553
79,250,0.1205,0.1348,0.27,0.2746,0.1552
13,64,0.103,0.0794,0.2745,0.5241,0.1552
264,84,0.112,0.0982,0.4637,0.2337,0.1552
4,84,0.1059,0.0594,0.4637,0.3794,0.1551
133,241,0.1102,0.1339,0.3509,0.2473,0.1551
528,137,0.1146,0.0599,0.5241,0.2746,0.1551
386,27,0.1044,0.1452,0.2694,0.3228,0.155
491,0,0.1197,0.0641,0.3128,0.4459,0.155
629,204,0.1118,0.1111,0.3509,0.3064,0.155
421,340,0.1309,0.0855,0.3629,0.2746,0.1549
372,203,0.1108,0.1383,0.27,0.31,0.1549
371,235,0.1001,0.0969,0.5241,0.2337,0.1549
133,231,0.1194,0.1779,0.2078,0.2104,0.1549
547,287,0.1031,0.1205,0.4559,0.2163,0.1549
421,0,0.1347,0.1095,0.3128,0.2337,0.1549
657,190,0.111,0.1298,0.3432,0.2617,0.1549
272,169,0.105,0.0821,0.4559,0.3224,0.1549
489,287,0.1242,0.0894,0.3509,0.3093,0.1549
558,170,0.12,0.1128,0.3509,0.2585,0.1548
522,343,0.1139,0.0921,0.3509,0.3511,0.1548
114,62,0.1036,0.1123,0.4559,0.2367,0.1548
342,231,0.1173,0.0644,0.27,0.4977,0.1547
210,343,0.1171,0.1204,0.2078,0.3925,0.1547
13,332,0.1209,0.1239,0.336,0.2337,0.1546
249,378,0.1269,0.1075,0.209,0.3794,0.1546
114,223,0.1115,0.1605,0.27,0.2367,0.1546
415,279,0.114,0.18,0.2352,0.2007,0.1546
432,27,0.1272,0.1087,0.3501,0.2337,0.1546
221,179,0.1278,0.1074,0.3509,0.2337,0.1546
344,21,0.1129,0.1584,0.2729,0.2337,0.1546
384,62,0.1269,0.102,0.3509,0.2533,0.1545
648,375,0.1038,0.1286,0.3178,0.3228,0.1545
638,0,0.1173,0.0664,0.3128,0.4459,0.1545
149,223,0.1446,0.1119,0.27,0.2163,0.1545
30,242,0.1004,0.1517,0.2078,0.3789,0.1544
194,204,0.1091,0.1162,0.3509,0.2987,0.1544
403,95,0.1483,0.0849,0.2735,0.2743,0.1544
210,281,0.105,0.1394,0.2078,0.3925,0.1544
310,250,0.1277,0.0578,0.2078,0.5241,0.1544
481,203,0.1031,0.0642,0.4559,0.3794,0.1544
401,169,0.1445,0.0995,0.27,0.2517,0.1543
55,30,0.1103,0.1348,0.3509,0.2367,0.1543
348,148,0.1156,0.0607,0.4559,0.327,0.1543
647,265,0.1577,0.1024,0.2313,0.2163,0.1543
44,281,0.1035,0.0824,0.4559,0.3228,0.1543
460,265,0.1231,0.0596,0.2246,0.5241,0.1543
243,250,0.1186,0.1348,0.27,0.2746,0.1542
298,223,0.1097,0.1349,0.27,0.3183,0.1542
291,140,0.1107,0.0995,0.4559,0.2337,0.1542
79,281,0.1032,0.0824,0.4559,0.3228,0.1542
348,92,0.1034,0.0612,0.4559,0.3843,0.1541
447,231,0.1214,0.095,0.27,0.3794,0.1541
478,260,0.142,0.0692,0.2078,0.4151,0.1541
508,250,0.1079,0.1363,0.27,0.3228,0.1541
415,123,0.1053,0.1825,0.2126,0.2541,0.1541
380,145,0.1057,0.1723,0.2609,0.2337,0.154
447,250,0.1106,0.1331,0.2078,0.3794,0.154
31,95,0.1047,0.1833,0.2582,0.2077,0.1539
660,286,0.1161,0.1587,0.27,0.2127,0.1539
548,194,0.1154,0.1042,0.2078,0.441,0.1539
583,95,0.1262,0.1527,0.2105,0.2391,0.1539
371,213,0.1321,0.132,0.2078,0.2746,0.1539
528,375,0.1077,0.1361,0.3178,0.2746,0.1539
55,230,0.1005,0.1761,0.27,0.2367,0.1538
221,242,0.1278,0.1047,0.3509,0.2337,0.1538
350,31,0.1175,0.0733,0.4559,0.2746,0.1538
478,194,0.1285,0.0702,0.27,0.4151,0.1538
46,281,0.1055,0.1528,0.27,0.2818,0.1538
522,0,0.1287,0.1331,0.2407,0.2542,0.1538
558,275,0.1089,0.1277,0.3509,0.2585,0.1537
172,221,0.1101,0.1679,0.2666,0.2163,0.1537
272,161,0.1008,0.1677,0.2554,0.2743,0.1537
69,0,0.1286,0.1331,0.2407,0.2542,0.1537
438,204,0.1307,0.123,0.2078,0.3068,0.1537
415,92,0.1008,0.1185,0.3509,0.3258,0.1536
421,407,0.1205,0.0676,0.4559,0.2746,0.1536
560,62,0.1027,0.0891,0.4559,0.2987,0.1535
325,0,0.1492,0.0808,0.3128,0.2337,0.1535
58,281,0.1207,0.0671,0.4559,0.2746,0.1535
544,367,0.1166,0.0822,0.4716,0.2337,0.1535
492,218,0.1115,0.1001,0.2971,0.3794,0.1534
547,30,0.1055,0.1464,0.3509,0.2163,0.1534
279,84,0.1061,0.053,0.4637,0.3794,0.1533
55,191,0.1154,0.0878,0.4559,0.2367,0.1533
3,302,0.1092,0.0664,0.2644,0.5241,0.1533
355,244,0.1031,0.1018,0.4375,0.2746,0.1533
44,250,0.1165,0.1348,0.27,0.2746,0.1531
325,137,0.1106,0.0599,0.5241,0.2746,0.1531
188,95,0.1095,0.1624,0.2735,0.223,0.1531
432,166,0.1001,0.138,0.2936,0.3228,0.1531
447,341,0.1124,0.1601,0.2538,0.2337,0.153
134,265,0.127,0.0969,0.2246,0.3794,0.153
266,260,0.1176,0.1451,0.27,0.2367,0.153
243,260,0.1146,0.0945,0.3509,0.3228,0.153
403,260,0.1192,0.0949,0.27,0.3789,0.153
350,195,0.1134,0.1466,0.2895,0.2337,0.153
447,407,0.1046,0.0922,0.3509,0.3794,0.153
380,190,0.1034,0.0964,0.3432,0.3794,0.1529
30,204,0.1134,0.1045,0.27,0.3789,0.1529
264,91,0.1083,0.1336,0.2078,0.3794,0.1529
583,321,0.1106,0.0983,0.3509,0.3302,0.1529
153,31,0.1193,0.0939,0.2078,0.4431,0.1529
583,230,0.1055,0.1541,0.2078,0.3302,0.1528
629,281,0.1023,0.1199,0.3509,0.3064,0.1528
558,230,0.1032,0.1665,0.2078,0.3038,0.1527
415,169,0.136,0.0568,0.3509,0.3258,0.1527
481,72,0.1195,0.1121,0.27,0.3228,0.1527
645,218,0.1136,0.1289,0.2971,0.2746,0.1527
458,95,0.1123,0.1256,0.3554,0.2337,0.1527
69,242,0.1021,0.1313,0.27,0.3511,0.1526
310,161,0.1042,0.0752,0.2554,0.5241,0.1526
279,345,0.1251,0.1523,0.21,0.2337,0.1526
113,241,0.125,0.1094,0.3509,0.2224,0.1526
249,401,0.1168,0.1324,0.2688,0.2746,0.1525
581,321,0.1229,0.075,0.27,0.4151,0.1525
421,21,0.1087,0.1584,0.2729,0.2337,0.1525
347,88,0.1058,0.1607,0.2801,0.2337,0.1525
599,95,0.1046,0.1684,0.2735,0.2218,0.1524
348,170,0.1013,0.0781,0.4559,0.327,0.1524
123,48,0.1312,0.1392,0.2421,0.2073,0.1523
647,31,0.1163,0.1248,0.3509,0.2163,0.1523
544,205,0.105,0.0887,0.4559,0.2746,0.1522
303,92,0.1042,0.1297,0.27,0.3424,0.1522
517,343,0.1086,0.0921,0.3509,0.3511,0.1521
638,160,0.1203,0.0577,0.2228,0.5241,0.1521
528,231,0.114,0.1086,0.3509,0.2746,0.1521
371,137,0.1224,0.0502,0.5241,0.2337,0.152
264,64,0.1251,0.1152,0.2745,0.2746,0.152
264,38,0.1214,0.1458,0.2009,0.2746,0.152
495,32,0.111,0.0971,0.3509,0.3228,0.152
264,112,0.1012,0.1775,0.2472,0.2337,0.1519
447,137,0.1073,0.0667,0.4034,0.3794,0.1519
558,281,0.1001,0.1484,0.27,0.3038,0.1519
372,95,0.1146,0.1702,0.2105,0.2244,0.1519
510,230,0.1018,0.1948,0.2078,0.2174,0.1519
271,349,0.111,0.1299,0.27,0.3038,0.1518
421,67,0.1145,0.1608,0.2294,0.2337,0.1518
144,31,0.1117,0.0604,0.4559,0.3228,0.1518
284,235,0.109,0.0908,0.3104,0.3899,0.1518
441,328,0.1045,0.1856,0.2224,0.2163,0.1518
79,260,0.1122,0.0945,0.3509,0.3228,0.1518
629,0,0.1195,0.1529,0.2407,0.2218,0.1518
585,32,0.1072,0.1188,0.3509,0.2746,0.1518
310,297,0.107,0.168,0.2454,0.2337,0.1518
629,170,0.1282,0.0537,0.4559,0.2607,0.1518
264,82,0.1083,0.1293,0.2078,0.3794,0.1517
371,375,0.1037,0.1488,0.3178,0.2337,0.1517
266,223,0.1057,0.1605,0.27,0.2367,0.1517
180,190,0.1248,0.1297,0.2033,0.3005,0.1517
592,27,0.1127,0.1808,0.2074,0.2034,0.1517
606,204,0.1001,0.1321,0.27,0.3495,0.1516
592,244,0.1242,0.1443,0.2592,0.2034,0.1516
55,375,0.1149,0.1652,0.2446,0.2014,0.1516
305,223,0.1037,0.1501,0.27,0.2768,0.1516
284,244,0.1189,0.1527,0.2592,0.2043,0.1516
80,84,0.1195,0.118,0.2114,0.3532,0.1516
648,218,0.1231,0.0933,0.2971,0.3228,0.1515
606,205,0.1174,0.1026,0.27,0.3495,0.1515
289,250,0.1093,0.1515,0.2078,0.3065,0.1515
94,231,0.1125,0.1779,0.2078,0.2104,0.1515
599,0,0.115,0.1592,0.2407,0.2218,0.1515
648,372,0.116,0.1265,0.2324,0.3228,0.1514
221,59,0.1535,0.1017,0.2078,0.2337,0.1514
323,281,0.1048,0.0901,0.3509,0.3692,0.1514
46,30,0.1055,0.1449,0.27,0.2818,0.1514
520,230,0.1006,0.1948,0.2078,0.2174,0.1513
323,205,0.1052,0.0888,0.3509,0.3692,0.1513
55,400,0.1017,0.1039,0.4559,0.2367,0.1513
348,137,0.1179,0.0639,0.4034,0.327,0.1512
39,7,0.1133,0.1385,0.2957,0.2337,0.1511
544,250,0.1165,0.1417,0.27,0.2337,0.1511
2,179,0.1014,0.1519,0.27,0.2782,0.1511
44,260,0.1105,0.0945,0.3509,0.3228,0.151
508,294,0.1057,0.1354,0.3005,0.2746,0.151
185,250,0.121,0.0578,0.2078,0.5241,0.151
348,250,0.1383,0.0944,0.2078,0.327,0.151
629,285,0.1113,0.0637,0.4559,0.3064,0.151
592,157,0.1151,0.1476,0.2872,0.2034,0.1509
282,328,0.1009,0.1607,0.2889,0.2337,0.1509
172,0,0.1403,0.0515,0.2407,0.4126,0.1509
291,303,0.1029,0.179,0.2228,0.2337,0.1508
185,161,0.1007,0.0752,0.2554,0.5241,0.1508
31,169,0.1301,0.078,0.3509,0.2713,0.1507
403,148,0.108,0.0628,0.4559,0.3224,0.1507
659,302,0.1034,0.0671,0.2644,0.5241,0.1507
55,287,0.1077,0.0919,0.4559,0.2367,0.1507
448,30,0.1028,0.1008,0.4559,0.2337,0.1506
633,169,0.1131,0.1097,0.2078,0.4035,0.1506
310,375,0.1043,0.0718,0.2446,0.5241,0.1506
629,194,0.1299,0.0664,0.3509,0.3064,0.1506
323,148,0.1146,0.0544,0.4559,0.3141,0.1506
644,71,0.1246,0.0967,0.27,0.3228,0.1506
520,241,0.1138,0.1227,0.3509,0.2174,0.1506
619,119,0.1047,0.0913,0.2632,0.4459,0.1506
604,42,0.1001,0.077,0.2495,0.5241,0.1505
478,244,0.1532,0.0796,0.2901,0.2104,0.1505
547,92,0.1057,0.1014,0.4559,0.2163,0.1505
638,218,0.1054,0.0519,0.2971,0.5241,0.1504
64,343,0.1169,0.1227,0.3509,0.2001,0.1504
386,12,0.1142,0.1037,0.2986,0.3228,0.1504
236,218,0.1055,0.0519,0.2971,0.5241,0.1504
660,62,0.1136,0.1239,0.3509,0.2127,0.1503
657,72,0.1177,0.094,0.2078,0.4248,0.1503
632,204,0.11,0.1285,0.3509,0.2163,0.1503
583,281,0.1032,0.1286,0.27,0.3302,0.1502
80,190,0.1218,0.1297,0.2033,0.3005,0.1502
508,72,0.1079,0.1234,0.27,0.3228,0.1502
172,84,0.1205,0.0635,0.3569,0.3511,0.1501
348,349,0.1017,0.0858,0.3509,0.3843,0.1501
384,30,0.1112,0.1407,0.27,0.2533,0.1501
2,230,0.1014,0.1486,0.27,0.2782,0.1501
448,60,0.1227,0.1486,0.2078,0.2337,0.1501
491,157,0.1055,0.0708,0.4849,0.2746,0.15
416,244,0.1196,0.0631,0.4375,0.2746,0.15
421,218,0.1218,0.1064,0.2971,0.2746,0.15
